"","X","website","query","titles","location","wage","skills","lon","lat"
"962",1677,"Cyber Coders","Data Engineer","Sr. Project Engineer (Commercial TI-focused General Contractor)","San Jose, CA","Compensation Unspecified","Life Sciences",-121.8863286,37.3382082
"963",1678,"Cyber Coders","Data Engineer","Sr. Project Engineer (Commercial TI-focused General Contractor)","San Jose, CA","Compensation Unspecified","Project Management",-121.8863286,37.3382082
"964",1679,"Cyber Coders","Data Engineer","Sr. Project Engineer (Commercial TI-focused General Contractor)","San Jose, CA","Compensation Unspecified","Project Manager",-121.8863286,37.3382082
"965",1680,"Cyber Coders","Data Engineer","Sr. Software Engineer - 3D Graphics","San Francisco, CA","Full-time $130k - $200k","APIs",-122.4194155,37.7749295
"966",1681,"Cyber Coders","Data Engineer","Sr. Software Engineer - 3D Graphics","San Francisco, CA","Full-time $130k - $200k","Algorithms",-122.4194155,37.7749295
"967",1682,"Cyber Coders","Data Engineer","Sr. Software Engineer - 3D Graphics","San Francisco, CA","Full-time $130k - $200k","C",-122.4194155,37.7749295
"968",1683,"Cyber Coders","Data Engineer","Sr. Software Engineer - 3D Graphics","San Francisco, CA","Full-time $130k - $200k","Computer Graphics",-122.4194155,37.7749295
"969",1684,"Cyber Coders","Data Engineer","Sr. Software Engineer - 3D Graphics","San Francisco, CA","Full-time $130k - $200k","Data Structures",-122.4194155,37.7749295
"970",1685,"Cyber Coders","Data Engineer","Sr. Systems Engineer - Performance Analyst","San Marcos, CA","Full-time $200k - $250k","DTrace",-117.1661449,33.1433723
"971",1686,"Cyber Coders","Data Engineer","Sr. Systems Engineer - Performance Analyst","San Marcos, CA","Full-time $200k - $250k","Kernel",-117.1661449,33.1433723
"972",1687,"Cyber Coders","Data Engineer","Sr. Systems Engineer - Performance Analyst","San Marcos, CA","Full-time $200k - $250k","Solaris",-117.1661449,33.1433723
"973",1688,"Cyber Coders","Data Engineer","Sr. Systems Engineer - Performance Analyst","San Marcos, CA","Full-time $200k - $250k","Storage Migration",-117.1661449,33.1433723
"974",1689,"Cyber Coders","Data Engineer","Sr. Systems Engineer - Performance Analyst","San Marcos, CA","Full-time $200k - $250k","ZFS",-117.1661449,33.1433723
"975",1690,"Cyber Coders","Data Engineer","Sr. iOS Developer - Relocation Offered!","Redwood City, CA","Full-time $140k - $175k","C",-122.2363548,37.4852152
"976",1691,"Cyber Coders","Data Engineer","Sr. iOS Developer - Relocation Offered!","Redwood City, CA","Full-time $140k - $175k","Objective-C",-122.2363548,37.4852152
"977",1692,"Cyber Coders","Data Engineer","Sr. iOS Developer - Relocation Offered!","Redwood City, CA","Full-time $140k - $175k","SWIFT",-122.2363548,37.4852152
"978",1693,"Cyber Coders","Data Engineer","Sr. iOS Developer - Relocation Offered!","Redwood City, CA","Full-time $140k - $175k","iOS Development",-122.2363548,37.4852152
"979",1694,"Cyber Coders","Data Engineer","Sr. iOS Developer - Relocation Offered!","Redwood City, CA","Full-time $140k - $175k","iOS SDK",-122.2363548,37.4852152
"980",1695,"Cyber Coders","Data Engineer","Staff Software Engineer","New York, NY","Compensation Unspecified","Airflow",-74.0059728,40.7127753
"981",1696,"Cyber Coders","Data Engineer","Staff Software Engineer","New York, NY","Compensation Unspecified","Docker",-74.0059728,40.7127753
"982",1697,"Cyber Coders","Data Engineer","Staff Software Engineer","New York, NY","Compensation Unspecified","Flask",-74.0059728,40.7127753
"983",1698,"Cyber Coders","Data Engineer","Staff Software Engineer","New York, NY","Compensation Unspecified","Postgres",-74.0059728,40.7127753
"984",1699,"Cyber Coders","Data Engineer","Staff Software Engineer","New York, NY","Compensation Unspecified","Python",-74.0059728,40.7127753
"985",1700,"Cyber Coders","Data Engineer","Structures Engineer","Sandpoint, ID","Compensation Unspecified","FEMAP",-116.553465,48.276577
"986",1701,"Cyber Coders","Data Engineer","Structures Engineer","Sandpoint, ID","Compensation Unspecified","Flight test data acquisition",-116.553465,48.276577
"987",1702,"Cyber Coders","Data Engineer","Structures Engineer","Sandpoint, ID","Compensation Unspecified","Research and Design of aircraft structures and sys",-116.553465,48.276577
"988",1703,"Cyber Coders","Data Engineer","Structures Engineer","Sandpoint, ID","Compensation Unspecified","SolidWorks",-116.553465,48.276577
"989",1704,"Cyber Coders","Data Engineer","Structures Engineer","Sandpoint, ID","Compensation Unspecified","Writing technical certification documentation",-116.553465,48.276577
"990",1705,"Cyber Coders","Data Engineer","System Engineer - System Integration - TS/SCI with FSP","Annapolis Junction, MD","Compensation Unspecified","Base OS",-76.7769324,39.1202934
"991",1706,"Cyber Coders","Data Engineer","System Engineer - System Integration - TS/SCI with FSP","Annapolis Junction, MD","Compensation Unspecified","COTS/GOTS",-76.7769324,39.1202934
"992",1707,"Cyber Coders","Data Engineer","System Engineer - System Integration - TS/SCI with FSP","Annapolis Junction, MD","Compensation Unspecified","Docker",-76.7769324,39.1202934
"993",1708,"Cyber Coders","Data Engineer","System Engineer - System Integration - TS/SCI with FSP","Annapolis Junction, MD","Compensation Unspecified","System Integration",-76.7769324,39.1202934
"994",1709,"Cyber Coders","Data Engineer","System Engineer - System Integration - TS/SCI with FSP","Annapolis Junction, MD","Compensation Unspecified","VMWare",-76.7769324,39.1202934
"995",1710,"Cyber Coders","Data Engineer","Systems Engineer - active TS/SCI clearance","Los Angeles, CA","Full-time $120k - $150k","EEIS",-118.2436849,34.0522342
"996",1711,"Cyber Coders","Data Engineer","Systems Engineer - active TS/SCI clearance","Los Angeles, CA","Full-time $120k - $150k","Ground Data Systems",-118.2436849,34.0522342
"997",1712,"Cyber Coders","Data Engineer","Systems Engineer - active TS/SCI clearance","Los Angeles, CA","Full-time $120k - $150k","Mission Operations Systems",-118.2436849,34.0522342
"998",1713,"Cyber Coders","Data Engineer","Systems Engineer - active TS/SCI clearance","Los Angeles, CA","Full-time $120k - $150k","System Verification",-118.2436849,34.0522342
"999",1714,"Cyber Coders","Data Engineer","Systems Engineer - active TS/SCI clearance","Los Angeles, CA","Full-time $120k - $150k","TS/SCI",-118.2436849,34.0522342
"1000",1715,"Cyber Coders","Data Engineer","Systems Engineer - active TS/SCI clearance","Pasadena, CA","Full-time $120k - $150k","EEIS",-118.1445155,34.1477849
"1001",1716,"Cyber Coders","Data Engineer","Systems Engineer - active TS/SCI clearance","Pasadena, CA","Full-time $120k - $150k","Ground Data Systems",-118.1445155,34.1477849
"1002",1717,"Cyber Coders","Data Engineer","Systems Engineer - active TS/SCI clearance","Pasadena, CA","Full-time $120k - $150k","Mission Operations Systems",-118.1445155,34.1477849
"1003",1718,"Cyber Coders","Data Engineer","Systems Engineer - active TS/SCI clearance","Pasadena, CA","Full-time $120k - $150k","System Verification",-118.1445155,34.1477849
"1004",1719,"Cyber Coders","Data Engineer","Systems Engineer - active TS/SCI clearance","Pasadena, CA","Full-time $120k - $150k","TS/SCI",-118.1445155,34.1477849
"1005",1720,"Cyber Coders","Data Engineer","TS/SCI Python+Django Engineer (Big Data)","Washington, DC","Full-time $130k - $175k","ElasticSearch",-77.0368707,38.9071923
"1006",1721,"Cyber Coders","Data Engineer","TS/SCI Python+Django Engineer (Big Data)","Washington, DC","Full-time $130k - $175k","Linux environment",-77.0368707,38.9071923
"1007",1722,"Cyber Coders","Data Engineer","TS/SCI Python+Django Engineer (Big Data)","Washington, DC","Full-time $130k - $175k","Python/ Django",-77.0368707,38.9071923
"1008",1723,"Cyber Coders","Data Engineer","TS/SCI Python+Django Engineer (Big Data)","Washington, DC","Full-time $130k - $175k","SQL / PostGreSQl",-77.0368707,38.9071923
"1009",1724,"Cyber Coders","Data Engineer","TS/SCI Python+Django Engineer (Big Data)","Washington, DC","Full-time $130k - $175k","TS/SCI Security Clearance",-77.0368707,38.9071923
"1010",1725,"Cyber Coders","Data Engineer","Traveling Data Engineer","Austin, TX","Full-time $100k - $130k","API",-97.7430608,30.267153
"1011",1726,"Cyber Coders","Data Engineer","Traveling Data Engineer","Austin, TX","Full-time $100k - $130k","ETL",-97.7430608,30.267153
"1012",1727,"Cyber Coders","Data Engineer","Traveling Data Engineer","Austin, TX","Full-time $100k - $130k","Java",-97.7430608,30.267153
"1013",1728,"Cyber Coders","Data Engineer","Traveling Data Engineer","Austin, TX","Full-time $100k - $130k","Python",-97.7430608,30.267153
"1014",1729,"Cyber Coders","Data Engineer","Traveling Data Engineer","Austin, TX","Full-time $100k - $130k","SQL",-97.7430608,30.267153
"1015",1730,"Cyber Coders","Data Engineer","VBA Engineer","Boulder, CO","Compensation Unspecified","NET Framework",-105.2705456,40.0149856
"1016",1731,"Cyber Coders","Data Engineer","VBA Engineer","Boulder, CO","Compensation Unspecified","RESTful Web Services",-105.2705456,40.0149856
"1017",1732,"Cyber Coders","Data Engineer","VBA Engineer","Boulder, CO","Compensation Unspecified","RPA",-105.2705456,40.0149856
"1018",1733,"Cyber Coders","Data Engineer","VBA Engineer","Boulder, CO","Compensation Unspecified","Robotic Process Automation",-105.2705456,40.0149856
"1019",1734,"Cyber Coders","Data Engineer","VBA Engineer","Boulder, CO","Compensation Unspecified","Web API",-105.2705456,40.0149856
"1020",1735,"Cyber Coders","Data Engineer","VBA Engineer","Denver, CO","Compensation Unspecified","NET Framework",-104.990251,39.7392358
"1021",1736,"Cyber Coders","Data Engineer","VBA Engineer","Denver, CO","Compensation Unspecified","RPA",-104.990251,39.7392358
"1022",1737,"Cyber Coders","Data Engineer","VBA Engineer","Denver, CO","Compensation Unspecified","Robotic Process Automation",-104.990251,39.7392358
"1023",1738,"Cyber Coders","Data Engineer","VBA Engineer","Denver, CO","Compensation Unspecified","VBA",-104.990251,39.7392358
"1024",1739,"Cyber Coders","Data Engineer","VBA Engineer","Denver, CO","Compensation Unspecified","Web API",-104.990251,39.7392358
"1025",1740,"Cyber Coders","Data Engineer","VBA Engineer","Louisville, CO","Compensation Unspecified","NET Framework",-105.1319296,39.977763
"1026",1741,"Cyber Coders","Data Engineer","VBA Engineer","Louisville, CO","Compensation Unspecified","RPA",-105.1319296,39.977763
"1027",1742,"Cyber Coders","Data Engineer","VBA Engineer","Louisville, CO","Compensation Unspecified","Robotic Process Automation",-105.1319296,39.977763
"1028",1743,"Cyber Coders","Data Engineer","VBA Engineer","Louisville, CO","Compensation Unspecified","VBA",-105.1319296,39.977763
"1029",1744,"Cyber Coders","Data Engineer","VBA Engineer","Louisville, CO","Compensation Unspecified","Web API",-105.1319296,39.977763
"1030",1745,"Cyber Coders","Data Engineer","iOS Developer","Anaheim, CA","Full-time $100k - $140k","IOS",-117.9143012,33.8365932
"1031",1746,"Cyber Coders","Data Engineer","iOS Developer","Anaheim, CA","Full-time $100k - $140k","OpenCV",-117.9143012,33.8365932
"1032",1747,"Cyber Coders","Data Engineer","iOS Developer","Anaheim, CA","Full-time $100k - $140k","REST APIs",-117.9143012,33.8365932
"1033",1748,"Cyber Coders","Data Engineer","iOS Developer","Anaheim, CA","Full-time $100k - $140k","UI Design",-117.9143012,33.8365932
"1034",1749,"Cyber Coders","Data Engineer","iOS Developer","Anaheim, CA","Full-time $100k - $140k","UX Design",-117.9143012,33.8365932
"1035",1750,"Cyber Coders","Data Engineer","iOS Developer","Denver, CO","Full-time $100k - $150k","Core Data",-104.990251,39.7392358
"1036",1751,"Cyber Coders","Data Engineer","iOS Developer","Denver, CO","Full-time $100k - $150k","RESTful Web Services",-104.990251,39.7392358
"1037",1752,"Cyber Coders","Data Engineer","iOS Developer","Denver, CO","Full-time $100k - $150k","SWIFT",-104.990251,39.7392358
"1038",1753,"Cyber Coders","Data Engineer","iOS Developer","Denver, CO","Full-time $100k - $150k","iOS Application Development",-104.990251,39.7392358
"1039",1754,"Cyber Coders","Data Engineer","iOS Developer","Denver, CO","Full-time $100k - $150k","iOS SDKs",-104.990251,39.7392358
"1040",1755,"Cyber Coders","Data Engineer","iOS Developer","Denver, CO","Full-time $70k - $100k","Core Data",-104.990251,39.7392358
"1041",1756,"Cyber Coders","Data Engineer","iOS Developer","Denver, CO","Full-time $70k - $100k","RESTful Web Services",-104.990251,39.7392358
"1042",1757,"Cyber Coders","Data Engineer","iOS Developer","Denver, CO","Full-time $70k - $100k","SWIFT",-104.990251,39.7392358
"1043",1758,"Cyber Coders","Data Engineer","iOS Developer","Denver, CO","Full-time $70k - $100k","iOS Application Development",-104.990251,39.7392358
"1044",1759,"Cyber Coders","Data Engineer","iOS Developer","Denver, CO","Full-time $70k - $100k","iOS SDKs",-104.990251,39.7392358
"1045",1760,"Cyber Coders","Data Engineer","iOS Developer","Los Angeles, CA","Full-time $100k - $140k","IOS",-118.2436849,34.0522342
"1046",1761,"Cyber Coders","Data Engineer","iOS Developer","Los Angeles, CA","Full-time $100k - $140k","OpenCV",-118.2436849,34.0522342
"1047",1762,"Cyber Coders","Data Engineer","iOS Developer","Los Angeles, CA","Full-time $100k - $140k","REST APIs",-118.2436849,34.0522342
"1048",1763,"Cyber Coders","Data Engineer","iOS Developer","Los Angeles, CA","Full-time $100k - $140k","UI Design",-118.2436849,34.0522342
"1049",1764,"Cyber Coders","Data Engineer","iOS Developer","Los Angeles, CA","Full-time $100k - $140k","UX Design",-118.2436849,34.0522342
"1050",1765,"Cyber Coders","Data Engineer","iOS Developer","Westminster, CO","Full-time $100k - $150k","Core Data",-105.0372046,39.8366528
"1051",1766,"Cyber Coders","Data Engineer","iOS Developer","Westminster, CO","Full-time $100k - $150k","RESTful Web Services",-105.0372046,39.8366528
"1052",1767,"Cyber Coders","Data Engineer","iOS Developer","Westminster, CO","Full-time $100k - $150k","SWIFT",-105.0372046,39.8366528
"1053",1768,"Cyber Coders","Data Engineer","iOS Developer","Westminster, CO","Full-time $100k - $150k","iOS Application Development",-105.0372046,39.8366528
"1054",1769,"Cyber Coders","Data Engineer","iOS Developer","Westminster, CO","Full-time $100k - $150k","iOS SDKs",-105.0372046,39.8366528
"1055",1770,"Cyber Coders","Data Engineer","junior tableau developer","San Antonio, TX","Full-time $70k - $85k","Data Research",-98.4936282,29.4241219
"1056",1771,"Cyber Coders","Data Engineer","junior tableau developer","San Antonio, TX","Full-time $70k - $85k","Query Writing",-98.4936282,29.4241219
"1057",1772,"Cyber Coders","Data Engineer","junior tableau developer","San Antonio, TX","Full-time $70k - $85k","data source reserach",-98.4936282,29.4241219
"1058",1773,"Cyber Coders","Data Engineer","junior tableau developer","San Antonio, TX","Full-time $70k - $85k","report development",-98.4936282,29.4241219
"1059",1774,"Cyber Coders","Data Engineer","junior tableau developer","San Antonio, TX","Full-time $70k - $85k","visualization",-98.4936282,29.4241219
"1060",1775,"Cyber Coders","Data Scientist","Data Scientist","Addison, TX","Compensation Unspecified","Hadoop",-96.8291685,32.96179
"1061",1776,"Cyber Coders","Data Scientist","Data Scientist","Addison, TX","Compensation Unspecified","Hive",-96.8291685,32.96179
"1062",1777,"Cyber Coders","Data Scientist","Data Scientist","Addison, TX","Compensation Unspecified","SQL",-96.8291685,32.96179
"1063",1778,"Cyber Coders","Data Scientist","Data Scientist","Burbank, CA","Compensation Unspecified","Clustering",-118.3089661,34.1808392
"1064",1779,"Cyber Coders","Data Scientist","Data Scientist","Burbank, CA","Compensation Unspecified","Data Science",-118.3089661,34.1808392
"1065",1780,"Cyber Coders","Data Scientist","Data Scientist","Burbank, CA","Compensation Unspecified","Nympy/Pandas/Scipy other",-118.3089661,34.1808392
"1066",1781,"Cyber Coders","Data Scientist","Data Scientist","Burbank, CA","Compensation Unspecified","R programming",-118.3089661,34.1808392
"1067",1782,"Cyber Coders","Data Scientist","Data Scientist","Burbank, CA","Compensation Unspecified","python programing",-118.3089661,34.1808392
"1068",1783,"Cyber Coders","Data Scientist","Data Scientist","Charlotte, NC","Compensation Unspecified","Large Data Sets",-80.8431267,35.2270869
"1069",1784,"Cyber Coders","Data Scientist","Data Scientist","Charlotte, NC","Compensation Unspecified","Python",-80.8431267,35.2270869
"1070",1785,"Cyber Coders","Data Scientist","Data Scientist","Charlotte, NC","Compensation Unspecified","R",-80.8431267,35.2270869
"1071",1786,"Cyber Coders","Data Scientist","Data Scientist","Charlotte, NC","Compensation Unspecified","SQL",-80.8431267,35.2270869
"1072",1787,"Cyber Coders","Data Scientist","Data Scientist","Charlotte, NC","Compensation Unspecified","Structured and Unstructured Data",-80.8431267,35.2270869
"1073",1788,"Cyber Coders","Data Scientist","Data Scientist","Columbia, MD","Full-time $80k - $110k","Data Science",-76.8610462,39.2037144
"1074",1789,"Cyber Coders","Data Scientist","Data Scientist","Columbia, MD","Full-time $80k - $110k","Deep Learning",-76.8610462,39.2037144
"1075",1790,"Cyber Coders","Data Scientist","Data Scientist","Columbia, MD","Full-time $80k - $110k","Keras",-76.8610462,39.2037144
"1076",1791,"Cyber Coders","Data Scientist","Data Scientist","Columbia, MD","Full-time $80k - $110k","Statistical Analysis",-76.8610462,39.2037144
"1077",1792,"Cyber Coders","Data Scientist","Data Scientist","Columbia, MD","Full-time $80k - $110k","Tensorflow",-76.8610462,39.2037144
"1078",1793,"Cyber Coders","Data Scientist","Data Scientist","Dallas, TX","Compensation Unspecified","Machine Learning",-96.7969879,32.7766642
"1079",1794,"Cyber Coders","Data Scientist","Data Scientist","Dallas, TX","Compensation Unspecified","Python",-96.7969879,32.7766642
"1080",1795,"Cyber Coders","Data Scientist","Data Scientist","Dallas, TX","Compensation Unspecified","R",-96.7969879,32.7766642
"1081",1796,"Cyber Coders","Data Scientist","Data Scientist","Gastonia, NC","Compensation Unspecified","Large Data Sets",-81.1873005,35.262082
"1082",1797,"Cyber Coders","Data Scientist","Data Scientist","Gastonia, NC","Compensation Unspecified","Python",-81.1873005,35.262082
"1083",1798,"Cyber Coders","Data Scientist","Data Scientist","Gastonia, NC","Compensation Unspecified","R",-81.1873005,35.262082
"1084",1799,"Cyber Coders","Data Scientist","Data Scientist","Gastonia, NC","Compensation Unspecified","SQL",-81.1873005,35.262082
"1085",1800,"Cyber Coders","Data Scientist","Data Scientist","Gastonia, NC","Compensation Unspecified","Structured & Unstructured",-81.1873005,35.262082
"1086",1801,"Cyber Coders","Data Scientist","Data Scientist","Kannapolis, NC","Compensation Unspecified","Large Data Sets",-80.6217341,35.4873613
"1087",1802,"Cyber Coders","Data Scientist","Data Scientist","Kannapolis, NC","Compensation Unspecified","Python",-80.6217341,35.4873613
"1088",1803,"Cyber Coders","Data Scientist","Data Scientist","Kannapolis, NC","Compensation Unspecified","R",-80.6217341,35.4873613
"1089",1804,"Cyber Coders","Data Scientist","Data Scientist","Kannapolis, NC","Compensation Unspecified","SQL",-80.6217341,35.4873613
"1090",1805,"Cyber Coders","Data Scientist","Data Scientist","Kannapolis, NC","Compensation Unspecified","Structured & Unstructured",-80.6217341,35.4873613
"1091",1806,"Cyber Coders","Data Scientist","Data Scientist","Mooresville, NC","Compensation Unspecified","Large Data Sets",-80.8081413,35.5859146
"1092",1807,"Cyber Coders","Data Scientist","Data Scientist","Mooresville, NC","Compensation Unspecified","Python",-80.8081413,35.5859146
"1093",1808,"Cyber Coders","Data Scientist","Data Scientist","Mooresville, NC","Compensation Unspecified","R",-80.8081413,35.5859146
"1094",1809,"Cyber Coders","Data Scientist","Data Scientist","Mooresville, NC","Compensation Unspecified","SQL",-80.8081413,35.5859146
"1095",1810,"Cyber Coders","Data Scientist","Data Scientist","Mooresville, NC","Compensation Unspecified","Structured & Unstructured",-80.8081413,35.5859146
"1096",1811,"Cyber Coders","Data Scientist","Data Scientist","Orlando, FL","Compensation Unspecified","Big Data",-81.3792365,28.5383355
"1097",1812,"Cyber Coders","Data Scientist","Data Scientist","Orlando, FL","Compensation Unspecified","Classifications",-81.3792365,28.5383355
"1098",1813,"Cyber Coders","Data Scientist","Data Scientist","Orlando, FL","Compensation Unspecified","Forecasting",-81.3792365,28.5383355
"1099",1814,"Cyber Coders","Data Scientist","Data Scientist","Orlando, FL","Compensation Unspecified","Predictive Modeling",-81.3792365,28.5383355
"1100",1815,"Cyber Coders","Data Scientist","Data Scientist","Orlando, FL","Compensation Unspecified","Regressions",-81.3792365,28.5383355
"1101",1816,"Cyber Coders","Data Scientist","Data Scientist","Pine Hills, FL","Compensation Unspecified","Big Data",-81.4534046,28.5577794
"1102",1817,"Cyber Coders","Data Scientist","Data Scientist","Pine Hills, FL","Compensation Unspecified","Classifications",-81.4534046,28.5577794
"1103",1818,"Cyber Coders","Data Scientist","Data Scientist","Pine Hills, FL","Compensation Unspecified","Forecasting",-81.4534046,28.5577794
"1104",1819,"Cyber Coders","Data Scientist","Data Scientist","Pine Hills, FL","Compensation Unspecified","Predictive Modeling",-81.4534046,28.5577794
"1105",1820,"Cyber Coders","Data Scientist","Data Scientist","Pine Hills, FL","Compensation Unspecified","Regressions",-81.4534046,28.5577794
"1106",1821,"Cyber Coders","Data Scientist","Data Scientist","Rock Hill, SC","Compensation Unspecified","Large Data Sets",-81.0250784,34.9248667
"1107",1822,"Cyber Coders","Data Scientist","Data Scientist","Rock Hill, SC","Compensation Unspecified","Python",-81.0250784,34.9248667
"1108",1823,"Cyber Coders","Data Scientist","Data Scientist","Rock Hill, SC","Compensation Unspecified","R",-81.0250784,34.9248667
"1109",1824,"Cyber Coders","Data Scientist","Data Scientist","Rock Hill, SC","Compensation Unspecified","SQL",-81.0250784,34.9248667
"1110",1825,"Cyber Coders","Data Scientist","Data Scientist","Rock Hill, SC","Compensation Unspecified","Structured & Unstructured",-81.0250784,34.9248667
"1111",1826,"Cyber Coders","Data Scientist","Data Scientist (PhD + Deep Learning)","San Carlos, CA","Compensation Unspecified","CNN",-122.2605222,37.5071591
"1112",1827,"Cyber Coders","Data Scientist","Data Scientist (PhD + Deep Learning)","San Carlos, CA","Compensation Unspecified","Data Science",-122.2605222,37.5071591
"1113",1828,"Cyber Coders","Data Scientist","Data Scientist (PhD + Deep Learning)","San Carlos, CA","Compensation Unspecified","Deep Learning",-122.2605222,37.5071591
"1114",1829,"Cyber Coders","Data Scientist","Data Scientist (PhD + Deep Learning)","San Carlos, CA","Compensation Unspecified","Python",-122.2605222,37.5071591
"1115",1830,"Cyber Coders","Data Scientist","Data Scientist (PhD + Deep Learning)","San Carlos, CA","Compensation Unspecified","Tensorflow",-122.2605222,37.5071591
"1116",1831,"Cyber Coders","Data Scientist","Data Scientist (Sports Analytics)","Washington, DC","Compensation Unspecified","AWS",-77.0368707,38.9071923
"1117",1832,"Cyber Coders","Data Scientist","Data Scientist (Sports Analytics)","Washington, DC","Compensation Unspecified","Machine Learning",-77.0368707,38.9071923
"1118",1833,"Cyber Coders","Data Scientist","Data Scientist (Sports Analytics)","Washington, DC","Compensation Unspecified","Python",-77.0368707,38.9071923
"1119",1834,"Cyber Coders","Data Scientist","Data Scientist (Sports Analytics)","Washington, DC","Compensation Unspecified","R",-77.0368707,38.9071923
"1120",1835,"Cyber Coders","Data Scientist","Data Scientist (Sports Analytics)","Washington, DC","Compensation Unspecified","SQL",-77.0368707,38.9071923
"1121",1836,"Cyber Coders","Data Scientist","Data Scientist - Early Career - SaaS","Wilmington, DE","Compensation Unspecified","Conducting Advanced Data Analysis",-75.5483909,39.744655
"1122",1837,"Cyber Coders","Data Scientist","Data Scientist - Early Career - SaaS","Wilmington, DE","Compensation Unspecified","Handling large datasets",-75.5483909,39.744655
"1123",1838,"Cyber Coders","Data Scientist","Data Scientist - Early Career - SaaS","Wilmington, DE","Compensation Unspecified","Knowledge of stochastic differential equations",-75.5483909,39.744655
"1124",1839,"Cyber Coders","Data Scientist","Data Scientist - Early Career - SaaS","Wilmington, DE","Compensation Unspecified","Python",-75.5483909,39.744655
"1125",1840,"Cyber Coders","Data Scientist","Data Scientist - Early Career - SaaS","Wilmington, DE","Compensation Unspecified","Researching Machine Learning Problems",-75.5483909,39.744655
"1126",1841,"Cyber Coders","Data Scientist","Data Scientist - IBM Watson, SAS, ETL","Fairfax, VA","Compensation Unspecified","Data Processing",-77.3063733,38.8462236
"1127",1842,"Cyber Coders","Data Scientist","Data Scientist - IBM Watson, SAS, ETL","Fairfax, VA","Compensation Unspecified","Database programming",-77.3063733,38.8462236
"1128",1843,"Cyber Coders","Data Scientist","Data Scientist - IBM Watson, SAS, ETL","Fairfax, VA","Compensation Unspecified","ETL",-77.3063733,38.8462236
"1129",1844,"Cyber Coders","Data Scientist","Data Scientist - IBM Watson, SAS, ETL","Fairfax, VA","Compensation Unspecified","SAS",-77.3063733,38.8462236
"1130",1845,"Cyber Coders","Data Scientist","Data Scientist - IBM Watson, SAS, ETL","Fairfax, VA","Compensation Unspecified","Statistical Analysis",-77.3063733,38.8462236
"1131",1846,"Cyber Coders","Data Scientist","Data Scientist - ML, Python, Data Scientist","Seattle, WA","Compensation Unspecified","Data Scientist",-122.3320708,47.6062095
"1132",1847,"Cyber Coders","Data Scientist","Data Scientist - ML, Python, Data Scientist","Seattle, WA","Compensation Unspecified","ML",-122.3320708,47.6062095
"1133",1848,"Cyber Coders","Data Scientist","Data Scientist - ML, Python, Data Scientist","Seattle, WA","Compensation Unspecified","Python",-122.3320708,47.6062095
"1134",1849,"Cyber Coders","Data Scientist","Data Scientist - ML, Python, Data Scientist","Seattle, WA","Compensation Unspecified","SPARK",-122.3320708,47.6062095
"1135",1850,"Cyber Coders","Data Scientist","Data Scientist - Python, Data Collection, Machine Learning","San Francisco, CA","Full-time $140k - $160k","Data Collection",-122.4194155,37.7749295
"1136",1851,"Cyber Coders","Data Scientist","Data Scientist - Python, Data Collection, Machine Learning","San Francisco, CA","Full-time $140k - $160k","Machine Learning",-122.4194155,37.7749295
"1137",1852,"Cyber Coders","Data Scientist","Data Scientist - Python, Data Collection, Machine Learning","San Francisco, CA","Full-time $140k - $160k","Postgres",-122.4194155,37.7749295
"1138",1853,"Cyber Coders","Data Scientist","Data Scientist - Python, Data Collection, Machine Learning","San Francisco, CA","Full-time $140k - $160k","Python",-122.4194155,37.7749295
"1139",1854,"Cyber Coders","Data Scientist","Data Scientist - Python, Data Collection, Machine Learning","San Francisco, CA","Full-time $140k - $160k","SQL",-122.4194155,37.7749295
"1140",1855,"Cyber Coders","Data Scientist","Data Scientist - Python, Metadata, DoD Experience","Alexandria, VA","Compensation Unspecified","Analytics",-77.0469214,38.8048355
"1141",1856,"Cyber Coders","Data Scientist","Data Scientist - Python, Metadata, DoD Experience","Alexandria, VA","Compensation Unspecified","DoD Experience",-77.0469214,38.8048355
"1142",1857,"Cyber Coders","Data Scientist","Data Scientist - Python, Metadata, DoD Experience","Alexandria, VA","Compensation Unspecified","Metadata",-77.0469214,38.8048355
"1143",1858,"Cyber Coders","Data Scientist","Data Scientist - Python, Metadata, DoD Experience","Alexandria, VA","Compensation Unspecified","Python",-77.0469214,38.8048355
"1144",1859,"Cyber Coders","Data Scientist","Data Scientist - Python, Metadata, DoD Experience","Alexandria, VA","Compensation Unspecified","SDLC",-77.0469214,38.8048355
"1145",1860,"Cyber Coders","Data Scientist","Data Scientist - R, Predictive Modeling, Regression Testing","New York, NY","Compensation Unspecified","Predictive Analytics",-74.0059728,40.7127753
"1146",1861,"Cyber Coders","Data Scientist","Data Scientist - R, Predictive Modeling, Regression Testing","New York, NY","Compensation Unspecified","Predictive Modeling",-74.0059728,40.7127753
"1147",1862,"Cyber Coders","Data Scientist","Data Scientist - R, Predictive Modeling, Regression Testing","New York, NY","Compensation Unspecified","Python",-74.0059728,40.7127753
"1148",1863,"Cyber Coders","Data Scientist","Data Scientist - R, Predictive Modeling, Regression Testing","New York, NY","Compensation Unspecified","R",-74.0059728,40.7127753
"1149",1864,"Cyber Coders","Data Scientist","Data Scientist - R, Predictive Modeling, Regression Testing","New York, NY","Compensation Unspecified","Regression Testing",-74.0059728,40.7127753
"1150",1865,"Cyber Coders","Data Scientist","Data Scientist - Real Pay, Real Equity play!","Santa Monica, CA","Full-time $140k - $200k","Data Mining",-118.4911912,34.0194543
