web-scraper-order,web-scraper-start-url,link,link-href,load more,load more-href,name,location,salary,skills
"1571593091-663","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","16 days ago
Head Data Scientist-Kent, WA-Wholesale and Distribution

Nigel Frank International US
Seattle, bellavue
Full Time


In this position, not only will you be responsible for leading the entire Data Science Department as a whole, you will also be tasked at acting as a mentor of sorts to some of the junior members of...
$120,000 - $150,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3P36J6V3Y126MLSF1T?ipath=CRJR37","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Head Data Scientist-Kent, WA-Wholesale and Distribution","Seattle, bellavue","null","Power Bi"
"1571593138-793","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Senior Data Scientist

TEKsystems, Inc
Lansing
Full Time


The main focus for this role is developing/monitoring models used in multivariate analysis, linear modeling and data mining. This would include developing and testing predictive risk models; intera...



Easy Apply","https://www.careerbuilder.com/job/J3N1D877DRQB6QHDM4H?ipath=CRJR15","","","Senior Data Scientist","Lansing","$160K","Linear Regression"
"1571593141-800","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","11 days ago
Data Scientist - Allen, TX - 7 Years Experience

HumCap Recruiting
Allen
Full Time


Our client, a growing tech firm, is seeking a Senior Data Scientist to join their growing team. The ideal candidate will be highly involved with running analytical experiments in a methodical manne...
$170,000 - $190,000 / year


Easy Apply","https://www.careerbuilder.com/job/JD97YW79GCZTDPL5VS0?ipath=CRJR14","","","Data Scientist - Allen, TX - 7 Years Experience","Allen","null","Data Mining"
"1571593141-801","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","11 days ago
Data Scientist - Allen, TX - 7 Years Experience

HumCap Recruiting
Allen
Full Time


Our client, a growing tech firm, is seeking a Senior Data Scientist to join their growing team. The ideal candidate will be highly involved with running analytical experiments in a methodical manne...
$170,000 - $190,000 / year


Easy Apply","https://www.careerbuilder.com/job/JD97YW79GCZTDPL5VS0?ipath=CRJR14","","","Data Scientist - Allen, TX - 7 Years Experience","Allen","null","Statistics"
"1571593085-652","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","11 days ago
Principal Data Scientist

Kforce Technology
Irving
Contractor


Kforce has a client in search of a Principal Data Scientist in Irving, Texas (TX).
Responsibilities:
Develop, install, maintain, and modify advanced scientific and/or engineering application p...



Easy Apply","https://www.careerbuilder.com/job/J3S71H6NGXB6X6VQGBX?ipath=CRJR40","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Principal Data Scientist","Irving","$97K","Natural Language Processing"
"1571593064-590","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","26 days ago
Data Scientist (Life Actuarial Team)

QuestPro Consultants
Washington
Full Time


Responsibilities: Our client is looking to expand their world class team of Data Scientists! This is a team of 8 currently. The Data and Analytics team ( Actuarial based ) develops and implements d...
$90,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3W6R8790WW0T04TPY3?ipath=CRJR50","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist (Life Actuarial Team)","Washington","$90K","Spotfire"
"1571593085-648","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","11 days ago
Principal Data Scientist

Kforce Technology
Irving
Contractor


Kforce has a client in search of a Principal Data Scientist in Irving, Texas (TX).
Responsibilities:
Develop, install, maintain, and modify advanced scientific and/or engineering application p...



Easy Apply","https://www.careerbuilder.com/job/J3S71H6NGXB6X6VQGBX?ipath=CRJR40","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Principal Data Scientist","Irving","$97K","Feature Engineering"
"1571593164-868","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist - Orlando, FL

Jefferson Frank
Miami
Full Time


Exciting Data Scientist opportunity for those who like a challenge! Are you a Data Scientist looking to take the next step in a succesful career? This could be your chance! Location: Orlando, FL Re...



Easy Apply","https://www.careerbuilder.com/job/J3M35G6CYYKR7D4HFLK?ipath=CRJR3","","","Data Scientist - Orlando, FL","Miami","null","Challenge Driven"
"1571593128-764","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist

TEKsystems, Inc
Rockville
Full Time


1) Experience as a Developer, Data Analyst or Data Scientist. Any years of experience will be considered. 2) Strong experience around data development and/or big data solutions. Preferably with Sca...



Easy Apply","https://www.careerbuilder.com/job/J3N7SB6PVP4RSDDGPQD?ipath=CRJR20","","","Data Scientist","Rockville","$110K","Hadoop Distributed File System"
"1571593072-612","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","I


12 days ago
Data Scientist

Integrated Resources, Inc
Westwood
Full Time


Neurology Business Group is currently looking to fill a Senior Manager, Data Operations position at its North American Headquarters in Woodcliff Lake, NJ. Responsibilities include but are not limit...



Easy Apply","https://www.careerbuilder.com/job/J3V5QK640SNHJS4LXNX?ipath=CRJR46","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist","Westwood","$130K","Python (Programming Language)"
"1571593118-736","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Senior Data Scientist -Boston-145K+

Nigel Frank International US
Boston
Full Time


Data Scientist Required Experience &amp; Qualifications: Familiar with Hadoop, Spark or other Big Data Platforms Familiar with Cloud-based Machine Learning platforms such as Azure ML or Spark MLib ...
$145,000 - $155,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3Q4CG77K0J418Z6QTX?ipath=CRJR25","","","Senior Data Scientist -Boston-145K+","Boston","$150K","Power Bi"
"1571593150-825","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Data Scientist

CultureFit Technology Staffing
Chicago
Full Time


We are a multi-brand online consumer lender specializing in installment lending and lines of credit. We are on the cusp of significant growth in the scale of our operations and need you to help us ...
$110,000 - $130,000 / year


Easy Apply","https://www.careerbuilder.com/job/JD87SH64VCW6K2D64WS?ipath=CRJR10","","","Data Scientist","Chicago","$120K","Data Science"
"1571593120-738","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","6 days ago
Data Scientist

Lucas Group - Search
Orlando
Full Time


The Data Scientist works closely with the Finance, Operations, Business Intelligence, and Investment teams to maintain and improve the data infrastructure and turn data into critical information an...



Easy Apply","https://www.careerbuilder.com/job/J3M1Y6701JX7LDJ4MD4?ipath=CRJR24","","","Data Scientist","Orlando","$83K","Visualization"
"1571593066-595","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","26 days ago
Principal / Lead Data Scientist

Nigel Frank International US
New York
Contractor


My client who is one the best product companies in the country is actively looking for an experienced Principal / Lead Data Scientist. Candidate will work as part of an interdisciplinary Agile team...



Easy Apply","https://www.careerbuilder.com/job/J3V017660JKMDP9JCRN?ipath=CRJR49","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Principal / Lead Data Scientist","New York","$140K","Java (Programming Language)"
"1571593099-686","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Sr. Data Scientist

Chicago
Full Time


As part of our Government Products Reporting and Insights team, you will support the most vulnerable of our population: Medicare and Medicaid members. By gathering and analyzing their health, utili...
$120,000 - $125,000 / year


Easy Apply","https://www.careerbuilder.com/job/J2N4R668FRLYMF8H147?ipath=CRJR33","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Sr. Data Scientist","Full-Time","$120K","Algorithms"
"1571593122-743","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","1 day ago
Data Scientist

A-Line Staffing Solutions
Boston
Full Time


You will leverage your technical knowledge and experience to help design data ingestion and data preparation patterns which are reusable within and across teams
Daily you will be working a variet...
$75 - $103 / hour


Easy Apply","https://www.careerbuilder.com/job/J2V08V733GL7R49QSRZ?ipath=CRJR23","","","Data Scientist","Boston","$89","Jenkins"
"1571593144-803","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Sr. Data Scientist- Atlanta, GA- 135K- Permanent Role

Jefferson Frank
Atlanta
Full Time


Jefferson Frank is the global leader in Amazon Web Services recruiting. We work with organizations worldwide to find and deliver the best AWS professionals on the planet. Backed by private equity f...
$135,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3N39Y6V5KCX2SQQ2H0?ipath=CRJR13","","","Sr. Data Scientist- Atlanta, GA- 135K- Permanent Role","Atlanta","null","Python (Programming Language)"
"1571593134-784","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Data Scientist - Cyber Incident Analysis (TS/SCI with Polygraph)

LMI
McLean
Full Time


The position will require the application and creation of advanced methodologies to continuously discover unique cyber threat indicators to help protect our customers from the most sophisticated, a...","https://www.careerbuilder.com/job/J3V56C6PWMQ9DGJ30L9?ipath=CRJR17","","","Data Scientist - Cyber Incident Analysis (TS/SCI with Polygraph)","McLean","$130K","Search (Computer Science)"
"1571593130-767","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","5 days ago
Sr. Data Scientist

Jefferson Frank
Tysons
Full Time


My client in Tysons, VA are currently searching for a Sr. Data Scientist to speak with clients as well as do some in-house projects within Machine Learning and Deep Learning. Work with a team of da...



Easy Apply","https://www.careerbuilder.com/job/J3Q12K70T0HZP2VC952?ipath=CRJR19","","","Sr. Data Scientist","Tysons","$120K","Core Data"
"1571593072-611","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","I


12 days ago
Data Scientist

Integrated Resources, Inc
Westwood
Full Time


Neurology Business Group is currently looking to fill a Senior Manager, Data Operations position at its North American Headquarters in Woodcliff Lake, NJ. Responsibilities include but are not limit...



Easy Apply","https://www.careerbuilder.com/job/J3V5QK640SNHJS4LXNX?ipath=CRJR46","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist","Westwood","$130K","Pharmaceuticals"
"1571593162-857","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Lead Data Scientist-Milwaukee, Wisconsin

Jefferson Frank
Milwaukee
Full Time


The Lead Data Scientist will work with a nimble team to find key business solutions with exploratory data analysis, statistical inference, data mining and machine learning with a wealth of commerci...



Easy Apply","https://www.careerbuilder.com/job/J3P6966X516Z2BTQ1TD?ipath=CRJR4","","","Lead Data Scientist-Milwaukee, Wisconsin","Milwaukee","$120K","Amazon S3"
"1571593162-859","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Lead Data Scientist-Milwaukee, Wisconsin

Jefferson Frank
Milwaukee
Full Time


The Lead Data Scientist will work with a nimble team to find key business solutions with exploratory data analysis, statistical inference, data mining and machine learning with a wealth of commerci...



Easy Apply","https://www.careerbuilder.com/job/J3P6966X516Z2BTQ1TD?ipath=CRJR4","","","Lead Data Scientist-Milwaukee, Wisconsin","Milwaukee","$120K","Java (Programming Language)"
"1571593146-812","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","4 days ago
Senior Data Scientist

Technology Consulting, Inc
Louisville
Full Time


Our client is a national leader in the health insurance industry and they are in a quest to find a Senior Data Scientist to build and grow a new BI team. Ideal candidates will have experience worki...



Easy Apply","https://www.careerbuilder.com/job/JCM2QN6WG6SWHW7RNXX?ipath=CRJR12","","","Senior Data Scientist","Louisville","$97K","Predictive Analytics"
"1571593101-691","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","I


11 days ago
MARKET DATA SCIENTIST

Integrated Resources, Inc
St. Louis
Contractor


The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must...



Easy Apply","https://www.careerbuilder.com/job/J3P7Z3768RSL38YVHHB?ipath=CRJR32","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","MARKET DATA SCIENTIST","St. Louis","$96K","Data Mining"
"1571593158-847","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","2 days ago
Big Data Scientist

Jefferson Frank
Reston
Full Time


This client is a thought leader in digital solutions and they are looking to take on a Sr. Data Scientist to develop their data team further. Work with some of the largest telecommunications compan...



Easy Apply","https://www.careerbuilder.com/job/J3P7YR6V6ZXKK13G44K?ipath=CRJR6","","","Big Data Scientist","Reston, VA","$140K","Data Science"
"1571593081-638","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","9 days ago
Market Data Scientist

Collabera
Saint Louis
Contractor


Responsible for conducting data analysis and developing predictive models leveraging data science and machine learning to solve various business use cases, including marketing intelligence, custome...



Easy Apply","https://www.careerbuilder.com/job/J3T78D604C5JWG93SJW?ipath=CRJR42","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Market Data Scientist","Saint Louis","$96K","Data Analysis"
"1571593144-805","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","3 days ago
Sr. Data Scientist- Atlanta, GA- 135K- Permanent Role

Jefferson Frank
Atlanta
Full Time


Jefferson Frank is the global leader in Amazon Web Services recruiting. We work with organizations worldwide to find and deliver the best AWS professionals on the planet. Backed by private equity f...
$135,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3N39Y6V5KCX2SQQ2H0?ipath=CRJR13","","","Sr. Data Scientist- Atlanta, GA- 135K- Permanent Role","Atlanta","null","Economics"
"1571593122-745","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","1 day ago
Data Scientist

A-Line Staffing Solutions
Boston
Full Time


You will leverage your technical knowledge and experience to help design data ingestion and data preparation patterns which are reusable within and across teams
Daily you will be working a variet...
$75 - $103 / hour


Easy Apply","https://www.careerbuilder.com/job/J2V08V733GL7R49QSRZ?ipath=CRJR23","","","Data Scientist","Boston","$89","Docker"
"1571593093-669","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","19 days ago
Data Scientist - Madison, Wisconsin - $80-115K

Nigel Frank International US
Sun Prairie
Full Time


One of the leading Retailers in Wisconsin with over 150 retail locations is on the lookout for a Data Scientist with skills in hardcore data analysis and engineering skills to be based out of Madis...
$80,000 - $115,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3T7F863TPB7XCSRB3L?ipath=CRJR36","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Data Scientist - Madison, Wisconsin - $80-115K","Sun Prairie","$98K","Retailing"
"1571593091-662","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","16 days ago
Head Data Scientist-Kent, WA-Wholesale and Distribution

Nigel Frank International US
Seattle, bellavue
Full Time


In this position, not only will you be responsible for leading the entire Data Science Department as a whole, you will also be tasked at acting as a mentor of sorts to some of the junior members of...
$120,000 - $150,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3P36J6V3Y126MLSF1T?ipath=CRJR37","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Head Data Scientist-Kent, WA-Wholesale and Distribution","Seattle, bellavue","null","U Sql"
"1571593097-680","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","26 days ago
Urgent Job Opening :: Data Scientist / Data Engineer / Data Scientist Consultant :: Boston, MA

American Cybersystems, Inc. (ACS Group)
Boston
Contractor


Client is looking for Data Scientist Consultant / Data Science Engineer with extensive experience in Machine Learning. Should have extensive experience in Python. Familiar with Deep Learning, N...



Easy Apply","https://www.careerbuilder.com/job/JDD1VS6P5H8DXXP9BN3?ipath=CRJR34","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=data+scientist&location=&page_number=2","Urgent Job Opening :: Data Scientist / Data Engineer / Data Scientist Consultant :: Boston, MA","Boston","null","Nlp 5 Step Sales Process"
"1571593152-828","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=data+scientist&location=","5 days ago
Senior Data Scientist

ITAC Solutions, LLC
Birmingham
Full Time


We are looking for a data scientist that will help us discover the information hidden in vast amounts of data and help us make smarter decisions to deliver even better products. Your primary focus ...



Easy Apply","https://www.careerbuilder.com/job/J3M58G72MPCD8S4WKF5?ipath=CRJR9","","","Senior Data Scientist","Birmingham","$68K","Mathematical Optimization"
